configuration,split_seed,validation_seed,model_seed,xgb_weight,lgbm_weight,accuracy,precision,recall,macro_f1,auc_roc,auc_pr,brier_score,tn,fp,fn,tp,partition_index
Cell_A_primary_50_50_without_attendance_decay,112,113,43,0.5,0.5,0.9537037037037037,0.8214285714285714,1.0,0.9358288770053476,0.9867007672634271,0.9345123984867176,0.040238916290327116,80,5,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,44,0.5,0.5,0.9444444444444444,0.7931034482758621,1.0,0.924015009380863,0.9867007672634271,0.9345123984867176,0.0382038447460713,79,6,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,45,0.5,0.5,0.9629629629629629,0.8518518518518519,1.0,0.9479518072289157,0.986700767263427,0.9345123984867176,0.037138453799399465,81,4,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,46,0.5,0.5,0.9629629629629629,0.8518518518518519,1.0,0.9479518072289157,0.9867007672634271,0.9345123984867176,0.03799059932460293,81,4,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,47,0.5,0.5,0.9537037037037037,0.8214285714285714,1.0,0.9358288770053476,0.9861892583120204,0.929077615878022,0.03924438274016397,80,5,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,48,0.5,0.5,0.9629629629629629,0.8518518518518519,1.0,0.9479518072289157,0.9872122762148338,0.9369100966964363,0.0378516878481378,81,4,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,49,0.5,0.5,0.9537037037037037,0.8214285714285714,1.0,0.9358288770053476,0.9877237851662404,0.9446643392332875,0.03881057324847854,80,5,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,50,0.5,0.5,0.9629629629629629,0.8518518518518519,1.0,0.9479518072289157,0.9867007672634271,0.9345123984867176,0.038925720665336894,81,4,0,23,7
Cell_A_primary_50_50_without_attendance_decay,112,113,51,0.5,0.5,0.9537037037037037,0.8461538461538461,0.9565217391304348,0.9340095319564952,0.986700767263427,0.9379188149366122,0.04053745124954178,81,4,1,22,7
Cell_A_primary_50_50_without_attendance_decay,122,123,42,0.5,0.5,0.9357798165137615,0.8636363636363636,0.8260869565217391,0.9019910083493898,0.9828109201213346,0.9379299790971954,0.04652192086508457,83,3,4,19,8
